     i        y          a (AU)     P (y)    Mplan (M_E)     Pcol        Pejc   
    301   -2.91355       0.05645  4.0444e-02  1.0000e+00  2.1113e-06  0.0000e+00
    302   -2.91327       0.05647  4.0461e-02  1.0000e+00  2.1103e-06  0.0000e+00
    303   -2.91300       0.05649  4.0477e-02  1.0000e+00  2.1093e-06  0.0000e+00
    304   -2.91273       0.05650  4.0494e-02  1.0000e+00  2.1082e-06  0.0000e+00
    305   -2.91245       0.05652  4.0511e-02  1.0000e+00  2.1072e-06  0.0000e+00
    306   -2.91218       0.05653  4.0527e-02  1.0000e+00  2.1061e-06  0.0000e+00
    307   -2.91191       0.05655  4.0544e-02  1.0000e+00  2.1051e-06  0.0000e+00
    308   -2.91163       0.05656  4.0560e-02  1.0000e+00  2.1041e-06  0.0000e+00
    309   -2.91136       0.05658  4.0577e-02  1.0000e+00  2.1030e-06  0.0000e+00
    310   -2.91109       0.05659  4.0594e-02  1.0000e+00  2.1020e-06  0.0000e+00
    311   -2.91082       0.05661  4.0610e-02  1.0000e+00  2.1009e-06  0.0000e+00
    312   -2.91054       0.05662  4.0627e-02  1.0000e+00  2.0999e-06  0.0000e+00
    313   -2.91027       0.05664  4.0643e-02  1.0000e+00  2.0989e-06  0.0000e+00
    314   -2.91000       0.05665  4.0660e-02  1.0000e+00  2.0978e-06  0.0000e+00
    315   -2.90972       0.05667  4.0677e-02  1.0000e+00  2.0968e-06  0.0000e+00
    316   -2.90945       0.05669  4.0693e-02  1.0000e+00  2.0958e-06  0.0000e+00
    317   -2.90918       0.05670  4.0710e-02  1.0000e+00  2.0947e-06  0.0000e+00
    318   -2.90890       0.05672  4.0727e-02  1.0000e+00  2.0937e-06  0.0000e+00
    319   -2.90863       0.05673  4.0743e-02  1.0000e+00  2.0927e-06  0.0000e+00
    320   -2.90836       0.05675  4.0760e-02  1.0000e+00  2.0916e-06  0.0000e+00
    321   -2.90808       0.05676  4.0777e-02  1.0000e+00  2.0906e-06  0.0000e+00
    322   -2.90781       0.05678  4.0794e-02  1.0000e+00  2.0896e-06  0.0000e+00
    323   -2.90754       0.05679  4.0810e-02  1.0000e+00  2.0885e-06  0.0000e+00
    324   -2.90727       0.05681  4.0827e-02  1.0000e+00  2.0875e-06  0.0000e+00
    325   -2.90699       0.05683  4.0844e-02  1.0000e+00  2.0865e-06  0.0000e+00
    326   -2.90672       0.05684  4.0860e-02  1.0000e+00  2.0854e-06  0.0000e+00
    327   -2.90645       0.05686  4.0877e-02  1.0000e+00  2.0844e-06  0.0000e+00
    328   -2.90617       0.05687  4.0894e-02  1.0000e+00  2.0834e-06  0.0000e+00
    329   -2.90590       0.05689  4.0911e-02  1.0000e+00  2.0824e-06  0.0000e+00
    330   -2.90563       0.05690  4.0927e-02  1.0000e+00  2.0813e-06  0.0000e+00
    331   -2.90535       0.05692  4.0944e-02  1.0000e+00  2.0803e-06  0.0000e+00
    332   -2.90508       0.05693  4.0961e-02  1.0000e+00  2.0793e-06  0.0000e+00
    333   -2.90481       0.05695  4.0978e-02  1.0000e+00  2.0782e-06  0.0000e+00
    334   -2.90454       0.05697  4.0995e-02  1.0000e+00  2.0772e-06  0.0000e+00
    335   -2.90426       0.05698  4.1011e-02  1.0000e+00  2.0762e-06  0.0000e+00
    336   -2.90399       0.05700  4.1028e-02  1.0000e+00  2.0752e-06  0.0000e+00
    337   -2.90372       0.05701  4.1045e-02  1.0000e+00  2.0741e-06  0.0000e+00
    338   -2.90344       0.05703  4.1062e-02  1.0000e+00  2.0731e-06  0.0000e+00
    339   -2.90317       0.05704  4.1079e-02  1.0000e+00  2.0721e-06  0.0000e+00
    340   -2.90290       0.05706  4.1095e-02  1.0000e+00  2.0711e-06  0.0000e+00
    341   -2.90262       0.05707  4.1112e-02  1.0000e+00  2.0701e-06  0.0000e+00
    342   -2.90235       0.05709  4.1129e-02  1.0000e+00  2.0690e-06  0.0000e+00
    343   -2.90208       0.05711  4.1146e-02  1.0000e+00  2.0680e-06  0.0000e+00
    344   -2.90180       0.05712  4.1163e-02  1.0000e+00  2.0670e-06  0.0000e+00
    345   -2.90153       0.05714  4.1180e-02  1.0000e+00  2.0660e-06  0.0000e+00
    346   -2.90126       0.05715  4.1197e-02  1.0000e+00  2.0650e-06  0.0000e+00
    347   -2.90099       0.05717  4.1213e-02  1.0000e+00  2.0639e-06  0.0000e+00
    348   -2.90071       0.05718  4.1230e-02  1.0000e+00  2.0629e-06  0.0000e+00
    349   -2.90044       0.05720  4.1247e-02  1.0000e+00  2.0619e-06  0.0000e+00
    350   -2.90017       0.05721  4.1264e-02  1.0000e+00  2.0609e-06  0.0000e+00
    351   -2.89989       0.05723  4.1281e-02  1.0000e+00  2.0599e-06  0.0000e+00
    352   -2.89962       0.05725  4.1298e-02  1.0000e+00  2.0589e-06  0.0000e+00
    353   -2.89935       0.05726  4.1315e-02  1.0000e+00  2.0578e-06  0.0000e+00
    354   -2.89907       0.05728  4.1332e-02  1.0000e+00  2.0568e-06  0.0000e+00
    355   -2.89880       0.05729  4.1349e-02  1.0000e+00  2.0558e-06  0.0000e+00
    356   -2.89853       0.05731  4.1366e-02  1.0000e+00  2.0548e-06  0.0000e+00
    357   -2.89826       0.05732  4.1383e-02  1.0000e+00  2.0538e-06  0.0000e+00
    358   -2.89798       0.05734  4.1400e-02  1.0000e+00  2.0528e-06  0.0000e+00
    359   -2.89771       0.05736  4.1416e-02  1.0000e+00  2.0518e-06  0.0000e+00
    360   -2.89744       0.05737  4.1433e-02  1.0000e+00  2.0507e-06  0.0000e+00
    361   -2.89716       0.05739  4.1450e-02  1.0000e+00  2.0497e-06  0.0000e+00
    362   -2.89689       0.05740  4.1467e-02  1.0000e+00  2.0487e-06  0.0000e+00
    363   -2.89662       0.05742  4.1484e-02  1.0000e+00  2.0477e-06  0.0000e+00
    364   -2.89634       0.05743  4.1501e-02  1.0000e+00  2.0467e-06  0.0000e+00
    365   -2.89607       0.05745  4.1518e-02  1.0000e+00  2.0457e-06  0.0000e+00
    366   -2.89580       0.05747  4.1535e-02  1.0000e+00  2.0447e-06  0.0000e+00
    367   -2.89552       0.05748  4.1552e-02  1.0000e+00  2.0437e-06  0.0000e+00
    368   -2.89525       0.05750  4.1569e-02  1.0000e+00  2.0427e-06  0.0000e+00
    369   -2.89498       0.05751  4.1586e-02  1.0000e+00  2.0417e-06  0.0000e+00
    370   -2.89471       0.05753  4.1603e-02  1.0000e+00  2.0407e-06  0.0000e+00
    371   -2.89443       0.05754  4.1621e-02  1.0000e+00  2.0397e-06  0.0000e+00
    372   -2.89416       0.05756  4.1638e-02  1.0000e+00  2.0386e-06  0.0000e+00
    373   -2.89389       0.05758  4.1655e-02  1.0000e+00  2.0376e-06  0.0000e+00
    374   -2.89361       0.05759  4.1672e-02  1.0000e+00  2.0366e-06  0.0000e+00
    375   -2.89334       0.05761  4.1689e-02  1.0000e+00  2.0356e-06  0.0000e+00
    376   -2.89307       0.05762  4.1706e-02  1.0000e+00  2.0346e-06  0.0000e+00
    377   -2.89279       0.05764  4.1723e-02  1.0000e+00  2.0336e-06  0.0000e+00
    378   -2.89252       0.05765  4.1740e-02  1.0000e+00  2.0326e-06  0.0000e+00
    379   -2.89225       0.05767  4.1757e-02  1.0000e+00  2.0316e-06  0.0000e+00
    380   -2.89198       0.05769  4.1774e-02  1.0000e+00  2.0306e-06  0.0000e+00
    381   -2.89170       0.05770  4.1791e-02  1.0000e+00  2.0296e-06  0.0000e+00
    382   -2.89143       0.05772  4.1808e-02  1.0000e+00  2.0286e-06  0.0000e+00
    383   -2.89116       0.05773  4.1826e-02  1.0000e+00  2.0276e-06  0.0000e+00
    384   -2.89088       0.05775  4.1843e-02  1.0000e+00  2.0266e-06  0.0000e+00
    385   -2.89061       0.05776  4.1860e-02  1.0000e+00  2.0256e-06  0.0000e+00
    386   -2.89034       0.05778  4.1877e-02  1.0000e+00  2.0246e-06  0.0000e+00
    387   -2.89006       0.05780  4.1894e-02  1.0000e+00  2.0236e-06  0.0000e+00
    388   -2.88979       0.05781  4.1911e-02  1.0000e+00  2.0226e-06  0.0000e+00
    389   -2.88952       0.05783  4.1928e-02  1.0000e+00  2.0216e-06  0.0000e+00
    390   -2.88924       0.05784  4.1946e-02  1.0000e+00  2.0206e-06  0.0000e+00
    391   -2.88897       0.05786  4.1963e-02  1.0000e+00  2.0196e-06  0.0000e+00
    392   -2.88870       0.05787  4.1980e-02  1.0000e+00  2.0186e-06  0.0000e+00
    393   -2.88843       0.05789  4.1997e-02  1.0000e+00  2.0177e-06  0.0000e+00
    394   -2.88815       0.05791  4.2014e-02  1.0000e+00  2.0167e-06  0.0000e+00
    395   -2.88788       0.05792  4.2032e-02  1.0000e+00  2.0157e-06  0.0000e+00
    396   -2.88761       0.05794  4.2049e-02  1.0000e+00  2.0147e-06  0.0000e+00
    397   -2.88733       0.05795  4.2066e-02  1.0000e+00  2.0137e-06  0.0000e+00
    398   -2.88706       0.05797  4.2083e-02  1.0000e+00  2.0127e-06  0.0000e+00
    399   -2.88679       0.05799  4.2101e-02  1.0000e+00  2.0117e-06  0.0000e+00
    400   -2.88651       0.05800  4.2118e-02  1.0000e+00  2.0107e-06  0.0000e+00
    401   -2.88624       0.05802  4.2135e-02  1.0000e+00  2.0097e-06  0.0000e+00
    402   -2.88597       0.05803  4.2152e-02  1.0000e+00  2.0087e-06  0.0000e+00
    403   -2.88570       0.05805  4.2170e-02  1.0000e+00  2.0077e-06  0.0000e+00
    404   -2.88542       0.05806  4.2187e-02  1.0000e+00  2.0067e-06  0.0000e+00
    405   -2.88515       0.05808  4.2204e-02  1.0000e+00  2.0058e-06  0.0000e+00
    406   -2.88488       0.05810  4.2221e-02  1.0000e+00  2.0048e-06  0.0000e+00
    407   -2.88460       0.05811  4.2239e-02  1.0000e+00  2.0038e-06  0.0000e+00
    408   -2.88433       0.05813  4.2256e-02  1.0000e+00  2.0028e-06  0.0000e+00
    409   -2.88406       0.05814  4.2273e-02  1.0000e+00  2.0018e-06  0.0000e+00
    410   -2.88378       0.05816  4.2291e-02  1.0000e+00  2.0008e-06  0.0000e+00
    411   -2.88351       0.05818  4.2308e-02  1.0000e+00  1.9998e-06  0.0000e+00
    412   -2.88324       0.05819  4.2325e-02  1.0000e+00  1.9989e-06  0.0000e+00
    413   -2.88296       0.05821  4.2343e-02  1.0000e+00  1.9979e-06  0.0000e+00
    414   -2.88269       0.05822  4.2360e-02  1.0000e+00  1.9969e-06  0.0000e+00
    415   -2.88242       0.05824  4.2377e-02  1.0000e+00  1.9959e-06  0.0000e+00
    416   -2.88215       0.05826  4.2395e-02  1.0000e+00  1.9949e-06  0.0000e+00
    417   -2.88187       0.05827  4.2412e-02  1.0000e+00  1.9939e-06  0.0000e+00
    418   -2.88160       0.05829  4.2429e-02  1.0000e+00  1.9930e-06  0.0000e+00
    419   -2.88133       0.05830  4.2447e-02  1.0000e+00  1.9920e-06  0.0000e+00
    420   -2.88105       0.05832  4.2464e-02  1.0000e+00  1.9910e-06  0.0000e+00
    421   -2.88078       0.05833  4.2482e-02  1.0000e+00  1.9900e-06  0.0000e+00
    422   -2.88051       0.05835  4.2499e-02  1.0000e+00  1.9890e-06  0.0000e+00
    423   -2.88023       0.05837  4.2516e-02  1.0000e+00  1.9881e-06  0.0000e+00
    424   -2.87996       0.05838  4.2534e-02  1.0000e+00  1.9871e-06  0.0000e+00
    425   -2.87969       0.05840  4.2551e-02  1.0000e+00  1.9861e-06  0.0000e+00
    426   -2.87942       0.05841  4.2569e-02  1.0000e+00  1.9851e-06  0.0000e+00
    427   -2.87914       0.05843  4.2586e-02  1.0000e+00  1.9841e-06  0.0000e+00
    428   -2.87887       0.05845  4.2604e-02  1.0000e+00  1.9832e-06  0.0000e+00
    429   -2.87860       0.05846  4.2621e-02  1.0000e+00  1.9822e-06  0.0000e+00
    430   -2.87832       0.05848  4.2639e-02  1.0000e+00  1.9812e-06  0.0000e+00
    431   -2.87805       0.05849  4.2656e-02  1.0000e+00  1.9802e-06  0.0000e+00
    432   -2.87778       0.05851  4.2673e-02  1.0000e+00  1.9793e-06  0.0000e+00
    433   -2.87750       0.05853  4.2691e-02  1.0000e+00  1.9783e-06  0.0000e+00
    434   -2.87723       0.05854  4.2708e-02  1.0000e+00  1.9773e-06  0.0000e+00
    435   -2.87696       0.05856  4.2726e-02  1.0000e+00  1.9763e-06  0.0000e+00
    436   -2.87668       0.05857  4.2743e-02  1.0000e+00  1.9754e-06  0.0000e+00
    437   -2.87641       0.05859  4.2761e-02  1.0000e+00  1.9744e-06  0.0000e+00
    438   -2.87614       0.05861  4.2778e-02  1.0000e+00  1.9734e-06  0.0000e+00
    439   -2.87587       0.05862  4.2796e-02  1.0000e+00  1.9725e-06  0.0000e+00
    440   -2.87559       0.05864  4.2814e-02  1.0000e+00  1.9715e-06  0.0000e+00
    441   -2.87532       0.05865  4.2831e-02  1.0000e+00  1.9705e-06  0.0000e+00
    442   -2.87505       0.05867  4.2849e-02  1.0000e+00  1.9695e-06  0.0000e+00
    443   -2.87477       0.05869  4.2866e-02  1.0000e+00  1.9686e-06  0.0000e+00
    444   -2.87450       0.05870  4.2884e-02  1.0000e+00  1.9676e-06  0.0000e+00
    445   -2.87423       0.05872  4.2901e-02  1.0000e+00  1.9666e-06  0.0000e+00
    446   -2.87395       0.05873  4.2919e-02  1.0000e+00  1.9657e-06  0.0000e+00
    447   -2.87368       0.05875  4.2936e-02  1.0000e+00  1.9647e-06  0.0000e+00
    448   -2.87341       0.05877  4.2954e-02  1.0000e+00  1.9637e-06  0.0000e+00
    449   -2.87314       0.05878  4.2972e-02  1.0000e+00  1.9628e-06  0.0000e+00
    450   -2.87286       0.05880  4.2989e-02  1.0000e+00  1.9618e-06  0.0000e+00
    451   -2.87259       0.05881  4.3007e-02  1.0000e+00  1.9608e-06  0.0000e+00
    452   -2.87232       0.05883  4.3024e-02  1.0000e+00  1.9599e-06  0.0000e+00
    453   -2.87204       0.05885  4.3042e-02  1.0000e+00  1.9589e-06  0.0000e+00
    454   -2.87177       0.05886  4.3060e-02  1.0000e+00  1.9579e-06  0.0000e+00
    455   -2.87150       0.05888  4.3077e-02  1.0000e+00  1.9570e-06  0.0000e+00
    456   -2.87122       0.05889  4.3095e-02  1.0000e+00  1.9560e-06  0.0000e+00
    457   -2.87095       0.05891  4.3113e-02  1.0000e+00  1.9551e-06  0.0000e+00
    458   -2.87068       0.05893  4.3130e-02  1.0000e+00  1.9541e-06  0.0000e+00
    459   -2.87040       0.05894  4.3148e-02  1.0000e+00  1.9531e-06  0.0000e+00
    460   -2.87013       0.05896  4.3166e-02  1.0000e+00  1.9522e-06  0.0000e+00
    461   -2.86986       0.05898  4.3183e-02  1.0000e+00  1.9512e-06  0.0000e+00
    462   -2.86959       0.05899  4.3201e-02  1.0000e+00  1.9503e-06  0.0000e+00
    463   -2.86931       0.05901  4.3219e-02  1.0000e+00  1.9493e-06  0.0000e+00
    464   -2.86904       0.05902  4.3236e-02  1.0000e+00  1.9483e-06  0.0000e+00
    465   -2.86877       0.05904  4.3254e-02  1.0000e+00  1.9474e-06  0.0000e+00
    466   -2.86849       0.05906  4.3272e-02  1.0000e+00  1.9464e-06  0.0000e+00
    467   -2.86822       0.05907  4.3290e-02  1.0000e+00  1.9455e-06  0.0000e+00
    468   -2.86795       0.05909  4.3307e-02  1.0000e+00  1.9445e-06  0.0000e+00
    469   -2.86767       0.05910  4.3325e-02  1.0000e+00  1.9435e-06  0.0000e+00
    470   -2.86740       0.05912  4.3343e-02  1.0000e+00  1.9426e-06  0.0000e+00
    471   -2.86713       0.05914  4.3361e-02  1.0000e+00  1.9416e-06  0.0000e+00
    472   -2.86686       0.05915  4.3378e-02  1.0000e+00  1.9407e-06  0.0000e+00
    473   -2.86658       0.05917  4.3396e-02  1.0000e+00  1.9397e-06  0.0000e+00
    474   -2.86631       0.05918  4.3414e-02  1.0000e+00  1.9388e-06  0.0000e+00
    475   -2.86604       0.05920  4.3432e-02  1.0000e+00  1.9378e-06  0.0000e+00
    476   -2.86576       0.05922  4.3449e-02  1.0000e+00  1.9369e-06  0.0000e+00
    477   -2.86549       0.05923  4.3467e-02  1.0000e+00  1.9359e-06  0.0000e+00
    478   -2.86522       0.05925  4.3485e-02  1.0000e+00  1.9350e-06  0.0000e+00
    479   -2.86494       0.05927  4.3503e-02  1.0000e+00  1.9340e-06  0.0000e+00
    480   -2.86467       0.05928  4.3521e-02  1.0000e+00  1.9331e-06  0.0000e+00
    481   -2.86440       0.05930  4.3539e-02  1.0000e+00  1.9321e-06  0.0000e+00
    482   -2.86412       0.05931  4.3556e-02  1.0000e+00  1.9312e-06  0.0000e+00
    483   -2.86385       0.05933  4.3574e-02  1.0000e+00  1.9302e-06  0.0000e+00
    484   -2.86358       0.05935  4.3592e-02  1.0000e+00  1.9293e-06  0.0000e+00
    485   -2.86331       0.05936  4.3610e-02  1.0000e+00  1.9283e-06  0.0000e+00
    486   -2.86303       0.05938  4.3628e-02  1.0000e+00  1.9274e-06  0.0000e+00
    487   -2.86276       0.05940  4.3646e-02  1.0000e+00  1.9264e-06  0.0000e+00
    488   -2.86249       0.05941  4.3664e-02  1.0000e+00  1.9255e-06  0.0000e+00
    489   -2.86221       0.05943  4.3681e-02  1.0000e+00  1.9245e-06  0.0000e+00
    490   -2.86194       0.05944  4.3699e-02  1.0000e+00  1.9236e-06  0.0000e+00
    491   -2.86167       0.05946  4.3717e-02  1.0000e+00  1.9226e-06  0.0000e+00
    492   -2.86139       0.05948  4.3735e-02  1.0000e+00  1.9217e-06  0.0000e+00
    493   -2.86112       0.05949  4.3753e-02  1.0000e+00  1.9207e-06  0.0000e+00
    494   -2.86085       0.05951  4.3771e-02  1.0000e+00  1.9198e-06  0.0000e+00
    495   -2.86058       0.05953  4.3789e-02  1.0000e+00  1.9189e-06  0.0000e+00
    496   -2.86030       0.05954  4.3807e-02  1.0000e+00  1.9179e-06  0.0000e+00
    497   -2.86003       0.05956  4.3825e-02  1.0000e+00  1.9170e-06  0.0000e+00
    498   -2.85976       0.05957  4.3843e-02  1.0000e+00  1.9160e-06  0.0000e+00
    499   -2.85948       0.05959  4.3861e-02  1.0000e+00  1.9151e-06  0.0000e+00
    500   -2.85921       0.05961  4.3879e-02  1.0000e+00  1.9141e-06  0.0000e+00
    501   -2.85894       0.05962  4.3897e-02  1.0000e+00  1.9132e-06  0.0000e+00
    502   -2.85866       0.05964  4.3915e-02  1.0000e+00  1.9123e-06  0.0000e+00
    503   -2.85839       0.05966  4.3933e-02  1.0000e+00  1.9113e-06  0.0000e+00
    504   -2.85812       0.05967  4.3951e-02  1.0000e+00  1.9104e-06  0.0000e+00
    505   -2.85784       0.05969  4.3969e-02  1.0000e+00  1.9094e-06  0.0000e+00
    506   -2.85757       0.05970  4.3987e-02  1.0000e+00  1.9085e-06  0.0000e+00
    507   -2.85730       0.05972  4.4005e-02  1.0000e+00  1.9076e-06  0.0000e+00
    508   -2.85703       0.05974  4.4023e-02  1.0000e+00  1.9066e-06  0.0000e+00
    509   -2.85675       0.05975  4.4041e-02  1.0000e+00  1.9057e-06  0.0000e+00
    510   -2.85648       0.05977  4.4059e-02  1.0000e+00  1.9048e-06  0.0000e+00
    511   -2.85621       0.05979  4.4077e-02  1.0000e+00  1.9038e-06  0.0000e+00
    512   -2.85593       0.05980  4.4095e-02  1.0000e+00  1.9029e-06  0.0000e+00
    513   -2.85566       0.05982  4.4113e-02  1.0000e+00  1.9020e-06  0.0000e+00
    514   -2.85539       0.05983  4.4131e-02  1.0000e+00  1.9010e-06  0.0000e+00
    515   -2.85511       0.05985  4.4149e-02  1.0000e+00  1.9001e-06  0.0000e+00
    516   -2.85484       0.05987  4.4167e-02  1.0000e+00  1.8992e-06  0.0000e+00
    517   -2.85457       0.05988  4.4185e-02  1.0000e+00  1.8982e-06  0.0000e+00
    518   -2.85430       0.05990  4.4203e-02  1.0000e+00  1.8973e-06  0.0000e+00
    519   -2.85402       0.05992  4.4221e-02  1.0000e+00  1.8964e-06  0.0000e+00
    520   -2.85375       0.05993  4.4240e-02  1.0000e+00  1.8954e-06  0.0000e+00
    521   -2.85348       0.05995  4.4258e-02  1.0000e+00  1.8945e-06  0.0000e+00
    522   -2.85320       0.05997  4.4276e-02  1.0000e+00  1.8936e-06  0.0000e+00
    523   -2.85293       0.05998  4.4294e-02  1.0000e+00  1.8926e-06  0.0000e+00
    524   -2.85266       0.06000  4.4312e-02  1.0000e+00  1.8917e-06  0.0000e+00
    525   -2.85238       0.06001  4.4330e-02  1.0000e+00  1.8908e-06  0.0000e+00
    526   -2.85211       0.06003  4.4348e-02  1.0000e+00  1.8898e-06  0.0000e+00
    527   -2.85184       0.06005  4.4367e-02  1.0000e+00  1.8889e-06  0.0000e+00
    528   -2.85156       0.06006  4.4385e-02  1.0000e+00  1.8880e-06  0.0000e+00
    529   -2.85129       0.06008  4.4403e-02  1.0000e+00  1.8871e-06  0.0000e+00
    530   -2.85102       0.06010  4.4421e-02  1.0000e+00  1.8861e-06  0.0000e+00
    531   -2.85075       0.06011  4.4439e-02  1.0000e+00  1.8852e-06  0.0000e+00
    532   -2.85047       0.06013  4.4458e-02  1.0000e+00  1.8843e-06  0.0000e+00
    533   -2.85020       0.06015  4.4476e-02  1.0000e+00  1.8834e-06  0.0000e+00
    534   -2.84993       0.06016  4.4494e-02  1.0000e+00  1.8824e-06  0.0000e+00
    535   -2.84965       0.06018  4.4512e-02  1.0000e+00  1.8815e-06  0.0000e+00
    536   -2.84938       0.06020  4.4530e-02  1.0000e+00  1.8806e-06  0.0000e+00
    537   -2.84911       0.06021  4.4549e-02  1.0000e+00  1.8797e-06  0.0000e+00
    538   -2.84883       0.06023  4.4567e-02  1.0000e+00  1.8787e-06  0.0000e+00
    539   -2.84856       0.06024  4.4585e-02  1.0000e+00  1.8778e-06  0.0000e+00
    540   -2.84829       0.06026  4.4603e-02  1.0000e+00  1.8769e-06  0.0000e+00
    541   -2.84802       0.06028  4.4622e-02  1.0000e+00  1.8760e-06  0.0000e+00
    542   -2.84774       0.06029  4.4640e-02  1.0000e+00  1.8751e-06  0.0000e+00
    543   -2.84747       0.06031  4.4658e-02  1.0000e+00  1.8741e-06  0.0000e+00
    544   -2.84720       0.06033  4.4677e-02  1.0000e+00  1.8732e-06  0.0000e+00
    545   -2.84692       0.06034  4.4695e-02  1.0000e+00  1.8723e-06  0.0000e+00
    546   -2.84665       0.06036  4.4713e-02  1.0000e+00  1.8714e-06  0.0000e+00
    547   -2.84638       0.06038  4.4731e-02  1.0000e+00  1.8705e-06  0.0000e+00
    548   -2.84610       0.06039  4.4750e-02  1.0000e+00  1.8695e-06  0.0000e+00
    549   -2.84583       0.06041  4.4768e-02  1.0000e+00  1.8686e-06  0.0000e+00
    550   -2.84556       0.06043  4.4786e-02  1.0000e+00  1.8677e-06  0.0000e+00
    551   -2.84528       0.06044  4.4805e-02  1.0000e+00  1.8668e-06  0.0000e+00
    552   -2.84501       0.06046  4.4823e-02  1.0000e+00  1.8659e-06  0.0000e+00
    553   -2.84474       0.06048  4.4842e-02  1.0000e+00  1.8650e-06  0.0000e+00
    554   -2.84447       0.06049  4.4860e-02  1.0000e+00  1.8640e-06  0.0000e+00
